audio,subid,trial,target,leftpic,rightpic,correct,person
54_34.mp3,54,34,E1,E1,H1,Y,parent
54_35.mp3,54,35,F1,K1,F1,Y,child
54_36.mp3,54,36,A1,K1,A1,Y,parent
54_37.mp3,54,37,I1,C1,I1,Y,child
54_38.mp3,54,38,D1,D1,H1,Y,parent
54_39.mp3,54,39,H1,C1,H1,Y,child
54_40.mp3,54,40,K1,A1,K1,Y,parent
55_01.mp3,55,1,G1,D1,G1,Y,parent
55_02.mp3,55,2,B1,B1,K1,Y,child
55_03.mp3,55,3,H1,A1,H1,Y,parent
55_04.mp3,55,4,I1,B1,I1,Y,child
55_05.mp3,55,5,A1,A1,D1,Y,parent
55_06.mp3,55,6,K1,A1,K1,Y,child
55_07.mp3,55,7,E1,A1,E1,Y,parent
55_08.mp3,55,8,D1,D1,K1,Y,child
55_09.mp3,55,9,F1,F1,B1,Y,parent
55_10.mp3,55,10,C1,C1,I1,Y,child
55_31.mp3,55,31,E1,E1,B1,Y,child
55_32.mp3,55,32,B1,I1,B1,Y,parent
55_33.mp3,55,33,H1,H1,D1,Y,child
55_34.mp3,55,34,K1,B1,K1,Y,parent
55_35.mp3,55,35,F1,G1,F1,Y,child
55_36.mp3,55,36,I1,C1,I1,Y,parent
55_37.mp3,55,37,G1,G1,C1,Y,child
55_38.mp3,55,38,D1,D1,H1,Y,parent
55_39.mp3,55,39,A1,A1,I1,Y,child
55_40.mp3,55,40,C1,C1,E1,Y,parent
56_01.mp3,56,1,E1,E1,B1,Y,parent
56_02.mp3,56,2,D1,D1,K1,Y,child
56_03.mp3,56,3,G1,G1,E1,N,parent
56_04.mp3,56,4,B1,B1,K1,Y,child
56_05.mp3,56,5,F1,F1,K1,N,parent
56_06.mp3,56,6,I1,C1,I1,Y,child
56_07.mp3,56,7,K1,D1,K1,Y,parent
56_08.mp3,56,8,C1,C1,A1,Y,child
56_09.mp3,56,9,A1,H1,A1,Y,parent
56_10.mp3,56,10,H1,H1,D1,Y,child
56_31.mp3,56,31,E1,E1,I1,Y,child
56_32.mp3,56,32,D1,D1,F1,Y,parent
56_33.mp3,56,33,G1,G1,C1,N,child
56_34.mp3,56,34,I1,B1,I1,Y,parent
56_35.mp3,56,35,K1,K1,A1,Y,child
56_36.mp3,56,36,B1,D1,B1,Y,parent
56_37.mp3,56,37,A1,I1,A1,Y,child
56_38.mp3,56,38,H1,H1,E1,N,parent
56_39.mp3,56,39,F1,G1,F1,Y,child
56_40.mp3,56,40,C1,H1,C1,Y,parent
57_01.mp3,57,1,D1,D1,H1,Y,parent
57_02.mp3,57,2,E1,I1,E1,Y,child
57_03.mp3,57,3,C1,E1,C1,Y,parent
57_04.mp3,57,4,G1,E1,G1,Y,child
57_05.mp3,57,5,K1,K1,D1,Y,parent
57_06.mp3,57,6,I1,A1,I1,Y,child
57_07.mp3,57,7,F1,B1,F1,Y,parent
57_08.mp3,57,8,A1,I1,A1,Y,child
57_09.mp3,57,9,H1,H1,A1,Y,parent
57_10.mp3,57,10,B1,C1,B1,Y,child
57_31.mp3,57,31,D1,F1,D1,Y,child
57_32.mp3,57,32,I1,I1,E1,Y,parent
57_33.mp3,57,33,K1,A1,K1,Y,child
57_34.mp3,57,34,E1,E1,A1,Y,parent
57_35.mp3,57,35,C1,I1,C1,Y,child
57_36.mp3,57,36,G1,D1,G1,Y,parent
57_37.mp3,57,37,H1,E1,H1,Y,child
57_38.mp3,57,38,A1,A1,H1,Y,parent
57_39.mp3,57,39,F1,C1,F1,Y,child
57_40.mp3,57,40,B1,B1,I1,Y,parent
58_01.mp3,58,1,I1,E1,I1,Y,parent
58_02.mp3,58,2,F1,F1,K1,N,child
58_03.mp3,58,3,E1,I1,E1,Y,parent
58_04.mp3,58,4,H1,H1,A1,Y,child
58_05.mp3,58,5,C1,C1,E1,Y,parent
58_06.mp3,58,6,K1,K1,A1,N,child
58_07.mp3,58,7,G1,E1,G1,Y,parent
58_08.mp3,58,8,A1,H1,A1,Y,child
58_09.mp3,58,9,B1,D1,B1,Y,parent
58_10.mp3,58,10,D1,D1,H1,Y,child
58_31.mp3,58,31,B1,B1,I1,Y,child
58_32.mp3,58,32,D1,F1,D1,Y,parent
58_33.mp3,58,33,E1,E1,A1,Y,child
58_34.mp3,58,34,F1,B1,F1,Y,parent
58_35.mp3,58,35,C1,C1,A1,Y,child
58_36.mp3,58,36,K1,K1,F1,Y,parent
58_37.mp3,58,37,G1,G1,C1,Y,child
58_38.mp3,58,38,H1,H1,C1,Y,parent
58_39.mp3,58,39,I1,B1,I1,Y,child
58_40.mp3,58,40,A1,I1,A1,Y,parent
59_01.mp3,59,1,H1,H1,D1,N,parent
59_02.mp3,59,2,E1,A1,E1,N,child
59_03.mp3,59,3,C1,C1,A1,Y,parent
59_04.mp3,59,4,A1,A1,K1,Y,child
59_05.mp3,59,5,I1,A1,I1,Y,parent
59_07.mp3,59,7,B1,D1,B1,Y,parent
59_08.mp3,59,8,G1,G1,K1,Y,child
59_09.mp3,59,9,D1,D1,E1,N,parent
59_10.mp3,59,10,F1,F1,K1,Y,child
59_31.mp3,59,31,I1,E1,I1,Y,child
59_33.mp3,59,33,B1,B1,C1,Y,child
59_34.mp3,59,34,F1,F1,G1,Y,parent
59_35.mp3,59,35,H1,H1,C1,Y,child
59_36.mp3,59,36,G1,E1,G1,Y,parent
59_39.mp3,59,39,D1,D1,K1,Y,child
59_40.mp3,59,40,E1,E1,I1,Y,parent
60_01.mp3,60,1,C1,C1,I1,N,parent
60_02.mp3,60,2,F1,G1,F1,Y,child
60_03.mp3,60,3,D1,H1,D1,Y,parent
60_04.mp3,60,4,K1,F1,K1,Y,child
60_05.mp3,60,5,E1,E1,A1,Y,parent
60_06.mp3,60,6,B1,I1,B1,Y,child
60_07.mp3,60,7,A1,K1,A1,Y,parent
60_08.mp3,60,8,H1,A1,H1,N,child
60_09.mp3,60,9,I1,C1,I1,N,parent
60_10.mp3,60,10,G1,E1,G1,N,child
60_31.mp3,60,31,I1,I1,B1,Y,child
60_32.mp3,60,32,G1,C1,G1,Y,parent
60_33.mp3,60,33,C1,E1,C1,Y,child
60_34.mp3,60,34,K1,K1,A1,Y,parent
60_35.mp3,60,35,E1,H1,E1,Y,child
60_36.mp3,60,36,B1,C1,B1,Y,parent
60_37.mp3,60,37,A1,H1,A1,Y,child
60_38.mp3,60,38,F1,F1,C1,Y,parent
60_39.mp3,60,39,D1,D1,E1,Y,child
60_40.mp3,60,40,H1,D1,H1,Y,parent
61_02.mp3,61,2,I1,B1,I1,Y,child
61_03.mp3,61,3,C1,H1,C1,Y,parent
61_04.mp3,61,4,A1,H1,A1,Y,child
61_05.mp3,61,5,B1,I1,B1,Y,parent
61_06.mp3,61,6,F1,C1,F1,Y,child
61_07.mp3,61,7,D1,K1,D1,Y,parent
61_08.mp3,61,8,G1,G1,E1,Y,child
61_09.mp3,61,9,K1,B1,K1,Y,parent
61_10.mp3,61,10,H1,H1,C1,Y,child
61_31.mp3,61,31,D1,E1,D1,Y,child
61_32.mp3,61,32,G1,G1,C1,Y,parent
61_33.mp3,61,33,B1,B1,D1,Y,child
61_34.mp3,61,34,F1,F1,B1,Y,parent
61_35.mp3,61,35,E1,E1,B1,Y,child
61_36.mp3,61,36,H1,H1,A1,Y,parent
61_37.mp3,61,37,C1,E1,C1,Y,child
61_38.mp3,61,38,A1,A1,I1,Y,parent
61_39.mp3,61,39,K1,D1,K1,Y,child
61_40.mp3,61,40,I1,I1,A1,Y,parent
62_01.mp3,62,1,D1,D1,F1,Y,parent
62_02.mp3,62,2,C1,A1,C1,Y,child
62_03.mp3,62,3,B1,K1,B1,Y,parent
62_04.mp3,62,4,G1,C1,G1,Y,child
62_05.mp3,62,5,A1,A1,K1,Y,parent
62_06.mp3,62,6,E1,A1,E1,Y,child
62_07.mp3,62,7,H1,C1,H1,Y,parent
62_08.mp3,62,8,F1,F1,K1,Y,child
62_09.mp3,62,9,I1,C1,I1,Y,parent
62_10.mp3,62,10,K1,K1,D1,Y,child
62_31.mp3,62,31,A1,H1,A1,Y,child
62_32.mp3,62,32,C1,C1,I1,Y,parent
62_33.mp3,62,33,I1,B1,I1,Y,child
62_34.mp3,62,34,G1,G1,E1,Y,parent
62_35.mp3,62,35,H1,A1,H1,Y,child
62_36.mp3,62,36,K1,K1,B1,Y,parent
62_37.mp3,62,37,D1,D1,E1,Y,child
62_38.mp3,62,38,F1,F1,G1,Y,parent
62_39.mp3,62,39,B1,B1,D1,Y,child
62_40.mp3,62,40,E1,E1,I1,Y,parent
64_01.mp3,64,1,F1,K1,F1,Y,parent
64_02.mp3,64,2,E1,B1,E1,N,child
64_03.mp3,64,3,C1,A1,C1,Y,parent
64_04.mp3,64,4,B1,C1,B1,Y,child
64_05.mp3,64,5,D1,D1,K1,Y,parent
64_06.mp3,64,6,G1,D1,G1,N,child
64_07.mp3,64,7,K1,K1,B1,Y,parent
64_08.mp3,64,8,I1,E1,I1,Y,child
64_09.mp3,64,9,H1,C1,H1,Y,parent
64_10.mp3,64,10,A1,H1,A1,Y,child
64_31.mp3,64,31,C1,C1,H1,Y,child
64_32.mp3,64,32,I1,C1,I1,Y,parent
64_33.mp3,64,33,F1,C1,F1,Y,child
64_34.mp3,64,34,A1,I1,A1,Y,parent
64_35.mp3,64,35,K1,A1,K1,Y,child
64_36.mp3,64,36,B1,I1,B1,Y,parent
64_38.mp3,64,38,G1,C1,G1,Y,parent
64_39.mp3,64,39,H1,A1,H1,Y,child
64_40.mp3,64,40,E1,H1,E1,Y,parent
65_01.mp3,65,1,I1,B1,I1,Y,parent
65_02.mp3,65,2,D1,E1,D1,Y,child
65_03.mp3,65,3,B1,K1,B1,Y,parent
65_04.mp3,65,4,E1,I1,E1,Y,child
65_05.mp3,65,5,F1,B1,F1,Y,parent
65_06.mp3,65,6,G1,D1,G1,Y,child
65_07.mp3,65,7,H1,H1,E1,N,parent
65_08.mp3,65,8,A1,I1,A1,Y,child
65_09.mp3,65,9,C1,H1,C1,Y,parent
65_10.mp3,65,10,K1,K1,B1,Y,child
65_31.mp3,65,31,I1,C1,I1,Y,child
65_32.mp3,65,32,G1,K1,G1,Y,parent
65_33.mp3,65,33,H1,D1,H1,Y,child
65_34.mp3,65,34,A1,A1,D1,Y,parent
65_35.mp3,65,35,F1,F1,K1,Y,child
65_36.mp3,65,36,K1,K1,D1,Y,parent
65_37.mp3,65,37,B1,B1,I1,Y,child
65_38.mp3,65,38,E1,B1,E1,Y,parent
65_39.mp3,65,39,C1,C1,I1,Y,child
65_40.mp3,65,40,D1,H1,D1,Y,parent
66_01.mp3,66,1,F1,B1,F1,Y,parent
66_02.mp3,66,2,K1,K1,D1,Y,child
66_03.mp3,66,3,H1,H1,E1,Y,parent
66_04.mp3,66,4,G1,G1,D1,Y,child
66_05.mp3,66,5,E1,E1,A1,Y,parent
66_06.mp3,66,6,I1,A1,I1,Y,child
66_07.mp3,66,7,D1,F1,D1,Y,parent
66_08.mp3,66,8,A1,H1,A1,Y,child
66_09.mp3,66,9,B1,I1,B1,Y,parent
66_10.mp3,66,10,C1,C1,I1,Y,child
66_31.mp3,66,31,B1,D1,B1,Y,child
66_32.mp3,66,32,I1,I1,C1,Y,parent
66_33.mp3,66,33,H1,H1,A1,Y,child
66_34.mp3,66,34,G1,G1,C1,Y,parent
66_35.mp3,66,35,E1,E1,B1,Y,child
66_36.mp3,66,36,A1,A1,K1,Y,parent
66_37.mp3,66,37,D1,D1,H1,Y,child
66_38.mp3,66,38,K1,K1,F1,Y,parent
66_39.mp3,66,39,F1,C1,F1,Y,child
66_40.mp3,66,40,C1,C1,E1,Y,parent
67_01.mp3,67,1,C1,I1,C1,Y,parent
67_02.mp3,67,2,D1,E1,D1,Y,child
67_03.mp3,67,3,I1,I1,B1,Y,parent
67_04.mp3,67,4,H1,A1,H1,Y,child
67_05.mp3,67,5,K1,A1,K1,Y,parent
67_06.mp3,67,6,E1,E1,H1,Y,child
67_07.mp3,67,7,G1,G1,C1,Y,parent
67_08.mp3,67,8,F1,F1,B1,Y,child
67_08_b.mp3,8,8,H1,C1,H1,Y,child
67_09.mp3,67,9,A1,H1,A1,Y,parent
67_10.mp3,67,10,B1,B1,D1,Y,child
67_31.mp3,67,31,K1,B1,K1,Y,child
67_32.mp3,67,32,H1,D1,H1,Y,parent
67_33.mp3,67,33,I1,A1,I1,Y,child
67_34.mp3,67,34,B1,I1,B1,Y,parent
67_35.mp3,67,35,A1,D1,A1,Y,child
67_36.mp3,67,36,F1,F1,C1,Y,parent
67_37.mp3,67,37,G1,G1,D1,Y,child
67_38.mp3,67,38,D1,D1,H1,N,parent
67_39.mp3,67,39,C1,E1,C1,Y,child
67_40.mp3,67,40,E1,I1,E1,Y,parent
68_01.mp3,68,1,C1,A1,C1,N,parent
68_02.mp3,68,2,A1,A1,I1,N,child
68_03.mp3,68,3,E1,E1,H1,Y,parent
68_04.mp3,68,4,I1,I1,E1,N,child
68_05.mp3,68,5,H1,A1,H1,Y,parent
68_06.mp3,68,6,B1,I1,B1,Y,child
68_07.mp3,68,7,F1,F1,B1,Y,parent
68_08.mp3,68,8,K1,K1,A1,Y,child
68_09.mp3,68,9,G1,G1,D1,Y,parent
68_10.mp3,68,10,D1,D1,E1,Y,child
68_32.mp3,68,32,A1,H1,A1,Y,parent
68_33.mp3,68,33,C1,H1,C1,Y,child
68_34.mp3,68,34,K1,B1,K1,Y,parent
68_35.mp3,68,35,F1,F1,C1,Y,child
68_36.mp3,68,36,D1,K1,D1,Y,parent
68_37.mp3,68,37,E1,A1,E1,N,child
68_38.mp3,68,38,B1,B1,D1,Y,parent
68_39.mp3,68,39,H1,D1,H1,Y,child
68_40.mp3,68,40,I1,B1,I1,Y,parent
69_01.mp3,69,1,E1,B1,E1,Y,parent
69_02.mp3,69,2,D1,K1,D1,Y,child
69_03.mp3,69,3,A1,H1,A1,Y,parent
69_04.mp3,69,4,G1,C1,G1,Y,child
69_05.mp3,69,5,K1,K1,A1,Y,parent
69_06.mp3,69,6,B1,D1,B1,Y,child
69_07.mp3,69,7,H1,H1,E1,Y,parent
69_09.mp3,69,9,C1,I1,C1,N,parent
69_10.mp3,69,10,I1,A1,I1,Y,child
69_31.mp3,69,31,H1,H1,A1,Y,child
69_32.mp3,69,32,G1,D1,G1,Y,parent
69_33.mp3,69,33,A1,D1,A1,Y,child
69_34.mp3,69,34,D1,F1,D1,Y,parent
69_35.mp3,69,35,C1,C1,A1,Y,child
69_36.mp3,69,36,B1,I1,B1,Y,parent
69_37.mp3,69,37,K1,K1,D1,Y,child
69_40.mp3,69,40,F1,F1,C1,Y,parent
70_01.mp3,70,1,I1,A1,I1,Y,parent
70_02.mp3,70,2,G1,C1,G1,Y,child
70_03.mp3,70,3,B1,B1,D1,Y,parent
70_04.mp3,70,4,C1,E1,C1,Y,child
70_05.mp3,70,5,A1,K1,A1,Y,parent
70_06.mp3,70,6,D1,D1,H1,Y,child
70_07.mp3,70,7,K1,K1,D1,Y,parent
70_08.mp3,70,8,H1,C1,H1,Y,child
70_09.mp3,70,9,F1,G1,F1,Y,parent
70_10.mp3,70,10,E1,E1,H1,Y,child
70_32.mp3,70,32,G1,E1,G1,Y,parent
70_33.mp3,70,33,A1,D1,A1,Y,child
70_34.mp3,70,34,H1,H1,E1,Y,parent
70_35.mp3,70,35,K1,F1,K1,Y,child
70_36.mp3,70,36,D1,D1,E1,Y,parent
70_37.mp3,70,37,B1,B1,K1,Y,child
70_38.mp3,70,38,C1,H1,C1,Y,parent
70_39.mp3,70,39,I1,B1,I1,Y,child
70_40.mp3,70,40,E1,I1,E1,Y,parent
71_01.mp3,71,1,E1,H1,E1,Y,parent
71_02.mp3,71,2,H1,H1,E1,Y,child
71_03.mp3,71,3,F1,F1,K1,Y,parent
71_04.mp3,71,4,G1,G1,E1,Y,child
71_05.mp3,71,5,A1,K1,A1,Y,parent
71_06.mp3,71,6,C1,A1,C1,Y,child
71_07.mp3,71,7,I1,A1,I1,Y,parent
71_08.mp3,71,8,K1,K1,F1,Y,child
71_09.mp3,71,9,D1,D1,K1,Y,parent
71_10.mp3,71,10,B1,B1,I1,Y,child
71_31.mp3,71,31,D1,D1,H1,Y,child
71_32.mp3,71,32,G1,G1,D1,Y,parent
71_33.mp3,71,33,I1,B1,I1,N,child
71_34.mp3,71,34,C1,I1,C1,Y,parent
71_35.mp3,71,35,A1,A1,D1,Y,child
71_36.mp3,71,36,K1,D1,K1,Y,parent
71_37.mp3,71,37,F1,B1,F1,Y,child
71_38.mp3,71,38,B1,K1,B1,N,parent
71_39.mp3,71,39,E1,I1,E1,N,child
71_40.mp3,71,40,H1,C1,H1,Y,parent
72_01.mp3,72,1,G1,K1,G1,N,parent
72_02.mp3,72,2,K1,D1,K1,Y,child
72_03.mp3,72,3,F1,C1,F1,Y,parent
72_04.mp3,72,4,D1,D1,K1,Y,child
72_05.mp3,72,5,A1,A1,K1,Y,parent
72_06.mp3,72,6,I1,C1,I1,Y,child
72_07.mp3,72,7,E1,E1,H1,Y,parent
72_08.mp3,72,8,C1,A1,C1,Y,child
72_09.mp3,72,9,B1,B1,K1,Y,parent
72_10.mp3,72,10,H1,E1,H1,Y,child
72_31.mp3,72,31,F1,F1,B1,Y,child
72_32.mp3,72,32,D1,H1,D1,Y,parent
72_33.mp3,72,33,G1,E1,G1,Y,child
72_34.mp3,72,34,I1,I1,A1,Y,parent
72_35.mp3,72,35,E1,A1,E1,Y,child
72_36.mp3,72,36,H1,D1,H1,Y,parent
72_37.mp3,72,37,B1,C1,B1,N,child
72_38.mp3,72,38,K1,A1,K1,Y,parent
72_39.mp3,72,39,A1,H1,A1,Y,child
72_40.mp3,72,40,C1,C1,I1,Y,parent
73_01.mp3,73,1,K1,B1,K1,Y,parent
73_02.mp3,73,2,E1,E1,I1,N,child
73_03.mp3,73,3,B1,K1,B1,Y,parent
73_04.mp3,73,4,C1,C1,H1,Y,child
73_05.mp3,73,5,F1,F1,K1,N,parent
73_06.mp3,73,6,D1,D1,E1,Y,child
73_07.mp3,73,7,A1,D1,A1,Y,parent
73_08.mp3,73,8,I1,I1,B1,Y,child
73_09.mp3,73,9,G1,C1,G1,Y,parent
73_10.mp3,73,10,H1,A1,H1,Y,child
73_31.mp3,73,31,K1,K1,D1,Y,child
73_32.mp3,73,32,C1,C1,I1,Y,parent
73_33.mp3,73,33,B1,B1,C1,Y,child
73_34.mp3,73,34,D1,F1,D1,Y,parent
73_35.mp3,73,35,A1,A1,I1,Y,child
73_36.mp3,73,36,I1,I1,E1,Y,parent
73_37.mp3,73,37,F1,F1,C1,Y,child
73_38.mp3,73,38,E1,E1,A1,Y,parent
73_39.mp3,73,39,G1,K1,G1,Y,child
73_40.mp3,73,40,H1,E1,H1,Y,parent
74_01.mp3,74,1,H1,H1,A1,Y,parent
74_02.mp3,74,2,G1,K1,G1,Y,child
74_03.mp3,74,3,E1,I1,E1,Y,parent
74_04.mp3,74,4,B1,C1,B1,Y,child
74_05.mp3,74,5,A1,K1,A1,Y,parent
74_06.mp3,74,6,C1,A1,C1,Y,child
74_07.mp3,74,7,F1,F1,C1,Y,parent
74_08.mp3,74,8,D1,D1,F1,Y,child
74_09.mp3,74,9,K1,F1,K1,Y,parent
74_10.mp3,74,10,I1,I1,C1,Y,child
74_31.mp3,74,31,E1,A1,E1,Y,child
74_32.mp3,74,32,G1,D1,G1,Y,parent
74_33.mp3,74,33,F1,G1,F1,Y,child
74_34.mp3,74,34,D1,D1,K1,Y,parent
74_35.mp3,74,35,K1,K1,B1,Y,child
74_36.mp3,74,36,B1,B1,D1,Y,parent
74_37.mp3,74,37,A1,A1,I1,Y,child
74_38.mp3,74,38,C1,I1,C1,N,parent
74_39.mp3,74,39,H1,E1,H1,Y,child
74_40.mp3,74,40,I1,I1,E1,Y,parent
75_01.mp3,75,1,F1,B1,F1,Y,parent
75_02.mp3,75,2,B1,B1,D1,Y,child
75_03.mp3,75,3,D1,D1,E1,Y,parent
75_04.mp3,75,4,K1,K1,F1,Y,child
75_05.mp3,75,5,G1,D1,G1,Y,parent
75_06.mp3,75,6,E1,E1,A1,Y,child
75_07.mp3,75,7,A1,K1,A1,Y,parent
75_08.mp3,75,8,C1,H1,C1,Y,child
75_09.mp3,75,9,H1,H1,E1,Y,parent
75_10.mp3,75,10,I1,I1,A1,Y,child
75_31.mp3,75,31,F1,F1,G1,Y,child
75_32.mp3,75,32,C1,C1,A1,Y,parent
75_33.mp3,75,33,D1,H1,D1,Y,child
75_34.mp3,75,34,I1,C1,I1,Y,parent
75_35.mp3,75,35,A1,A1,I1,Y,child
75_36.mp3,75,36,B1,K1,B1,Y,parent
75_37.mp3,75,37,G1,G1,C1,Y,child
75_38.mp3,75,38,K1,K1,B1,Y,parent
75_39.mp3,75,39,H1,H1,D1,Y,child
75_40.mp3,75,40,E1,H1,E1,Y,parent
